air_quality,temperature,humidity,label
217,29.200000762939453,52.79999923706055,1
226,29.200000762939453,52.20000076293945,1
239,29.200000762939453,52.400001525878906,1
227,29.399999618530273,52.900001525878906,1
239,29.799999237060547,53.599998474121094,1
232,29.399999618530273,54.400001525878906,1
232,29.5,54.900001525878906,1
237,29.100000381469727,54.70000076293945,1
243,28.899999618530273,54.599998474121094,1
235,28.799999237060547,53.70000076293945,1
222,28.600000381469727,54.099998474121094,1
216,28.899999618530273,54.400001525878906,1
220,29.100000381469727,54.5,1
224,29.100000381469727,53.79999923706055,1
221,28.899999618530273,53.29999923706055,1
191,27.799999237060547,54.599998474121094,0
204,28.200000762939453,54.79999923706055,1
196,28.200000762939453,54.70000076293945,0
199,27.700000762939453,53.900001525878906,0
204,28,54.5,1
213,28.399999618530273,53.70000076293945,1
202,28.700000762939453,54,1
207,28.399999618530273,53.70000076293945,1
215,28.799999237060547,54.400001525878906,1
203,28.399999618530273,54.099998474121094,1
208,28.600000381469727,54.400001525878906,1
218,28.399999618530273,54.099998474121094,1
231,28.100000381469727,54.099998474121094,1
224,28.200000762939453,53.29999923706055,1
211,28,53.70000076293945,1
209,27.799999237060547,53.099998474121094,1
195,28.100000381469727,53.099998474121094,0
209,28.5,52.79999923706055,1
214,28.399999618530273,52,1
199,28.200000762939453,52.900001525878906,0
189,28.700000762939453,52.099998474121094,0
199,28.299999237060547,51.900001525878906,0
185,28,51.400001525878906,0
190,28.5,52.29999923706055,0
191,28.299999237060547,51.79999923706055,0
178,28.100000381469727,51.5,0
166,28.200000762939453,50.900001525878906,0
164,28.399999618530273,50.70000076293945,0
164,28.600000381469727,50.400001525878906,0
179,29,50.29999923706055,0
165,29.100000381469727,51,0
158,29.200000762939453,50.70000076293945,0
145,29.100000381469727,51.400001525878906,0
144,29.299999237060547,51.29999923706055,0
149,28.899999618530273,50.900001525878906,0
137,28.799999237060547,51.29999923706055,0
139,29,50.900001525878906,0
154,28.799999237060547,50.70000076293945,0
146,28.799999237060547,51,0
142,28.399999618530273,51,0
146,28.600000381469727,51.5,0
138,28.5,50.599998474121094,0
123,28.399999618530273,51.099998474121094,0
112,28.899999618530273,50.099998474121094,0
106,28.399999618530273,50.900001525878906,0
120,28.799999237060547,51.20000076293945,0
113,28.600000381469727,51.29999923706055,0
124,28.899999618530273,51.900001525878906,0
112,29,51.29999923706055,0
111,28.899999618530273,52.099998474121094,0
106,29.100000381469727,51.79999923706055,0
102,29.600000381469727,52.20000076293945,0
107,29.600000381469727,52,0
96,29.799999237060547,52.79999923706055,0
108,29.700000762939453,52.20000076293945,0
105,29.399999618530273,52.70000076293945,0
107,29.600000381469727,52.099998474121094,0
111,30.100000381469727,53.099998474121094,0
97,30.200000762939453,53.70000076293945,0
106,30.600000381469727,53.099998474121094,0
107,30.600000381469727,52.400001525878906,0
122,31,51.599998474121094,0
137,31.100000381469727,51.70000076293945,0
143,31.299999237060547,50.900001525878906,0
128,31.600000381469727,50.400001525878906,0
184,27.700000762939453,54.900001525878906,0
178,27.600000381469727,55.29999923706055,0
166,28,55.20000076293945,0
157,28.200000762939453,54.70000076293945,0
165,27.799999237060547,55.5,0
180,28.100000381469727,54.79999923706055,0
176,27.899999618530273,54.5,0
173,28,55.29999923706055,0
165,27.600000381469727,55.70000076293945,0
170,28.100000381469727,56.099998474121094,0
157,28.600000381469727,56.20000076293945,0
169,28.200000762939453,56.70000076293945,0
179,27.700000762939453,55.79999923706055,0
189,27.799999237060547,55.70000076293945,0
203,27.399999618530273,56.70000076293945,1
197,27.700000762939453,57.099998474121094,0
208,27.399999618530273,56.5,1
201,27.799999237060547,56.099998474121094,1
188,27.899999618530273,55.70000076293945,0
202,27.899999618530273,55.5,1
214,27.799999237060547,56.099998474121094,1
219,27.399999618530273,56.900001525878906,1
217,27.799999237060547,56.599998474121094,1
205,28.200000762939453,56.29999923706055,1
190,27.799999237060547,57,0
196,27.700000762939453,56.20000076293945,0
187,27.299999237060547,56,0
183,27.399999618530273,56.70000076293945,0
194,27.200000762939453,56.400001525878906,0
183,27.600000381469727,57.099998474121094,0
168,27.5,56.70000076293945,0
163,27.5,57.400001525878906,0
155,28,58.099998474121094,0
143,27.899999618530273,58.400001525878906,0
147,27.799999237060547,57.400001525878906,0
136,27.799999237060547,57.099998474121094,0
128,28,57.29999923706055,0
138,28.299999237060547,57.599998474121094,0
128,28.600000381469727,58.400001525878906,0
129,28.399999618530273,57.900001525878906,0
133,28.700000762939453,58.20000076293945,0
143,28.899999618530273,57.5,0
137,28.899999618530273,57.900001525878906,0
144,29.399999618530273,58,0
158,29.799999237060547,57.599998474121094,0
157,29.5,56.79999923706055,0
164,29.299999237060547,57,0
171,29.399999618530273,57.599998474121094,0
157,29,57.400001525878906,0
148,28.600000381469727,58.20000076293945,0
148,28.100000381469727,58.79999923706055,0
135,28,59.599998474121094,0
134,27.799999237060547,60.599998474121094,0
136,28,61.400001525878906,0
139,27.5,60.5,0
153,27.899999618530273,60.29999923706055,0
159,28,60.20000076293945,0
146,28.5,60.20000076293945,0
157,28.100000381469727,59.599998474121094,0
172,28.600000381469727,59.400001525878906,0
173,28.700000762939453,59.400001525878906,0
164,29.100000381469727,59.400001525878906,0
177,29.100000381469727,59.20000076293945,0
172,29,59.70000076293945,0
185,29.100000381469727,60.5,0
175,29.100000381469727,60.20000076293945,0
163,28.799999237060547,59.79999923706055,0
175,28.5,59.5,0
169,28.600000381469727,60.20000076293945,0
177,28.5,59.70000076293945,0
165,28.700000762939453,58.900001525878906,0
151,29,58.79999923706055,0
141,29.100000381469727,58.900001525878906,0
152,29.5,58.400001525878906,0
162,29,57.599998474121094,0
150,29.5,56.79999923706055,0
153,29.5,56.400001525878906,0
140,29.200000762939453,57.20000076293945,0
140,29.399999618530273,57,0
154,29,56.5,0
164,29.200000762939453,56.79999923706055,0
177,29.700000762939453,57.20000076293945,0
182,29.5,58.099998474121094,0
180,29.799999237060547,57.70000076293945,0
176,30.100000381469727,57.400001525878906,0
165,30.600000381469727,57.79999923706055,0
175,30.5,57.099998474121094,0
189,30.399999618530273,56.20000076293945,0
198,30.299999237060547,55.20000076293945,0
201,30,54.20000076293945,1
198,30.299999237060547,53.29999923706055,0
185,30.299999237060547,53.900001525878906,0
198,29.799999237060547,54.20000076293945,0
196,30.200000762939453,55.099998474121094,0
196,30.399999618530273,55.400001525878906,0
199,30.600000381469727,54.79999923706055,0
197,30.700000762939453,55.79999923706055,0
184,30.799999237060547,55.70000076293945,0
194,31,54.79999923706055,0
189,30.799999237060547,54.400001525878906,0
190,30.399999618530273,53.599998474121094,0
178,30.200000762939453,52.79999923706055,0
192,30.200000762939453,53.099998474121094,0
207,30,52.20000076293945,1
208,30.399999618530273,51.400001525878906,1
211,30.100000381469727,52.400001525878906,1
214,30.5,53.29999923706055,1
217,30.799999237060547,53.400001525878906,1
230,31.200000762939453,52.70000076293945,1
244,30.799999237060547,53.29999923706055,1
241,31.200000762939453,53.900001525878906,1
234,31.299999237060547,53,1
232,30.899999618530273,54,1
232,30.600000381469727,53.900001525878906,1
219,30.200000762939453,53.599998474121094,1
205,30.5,52.79999923706055,1
196,30.600000381469727,52.70000076293945,0
184,30.299999237060547,52.099998474121094,0
178,30,51.79999923706055,0
176,29.899999618530273,51.79999923706055,0
183,30.100000381469727,52.20000076293945,0
169,30.399999618530273,51.79999923706055,0
169,30.299999237060547,52.400001525878906,0
179,30,52.79999923706055,0
177,29.799999237060547,53.20000076293945,0
180,29.399999618530273,52.400001525878906,0
179,29.600000381469727,52.400001525878906,0
182,29.799999237060547,52.5,0
173,29.899999618530273,52.29999923706055,0
175,29.700000762939453,52.20000076293945,0
181,30.200000762939453,53.099998474121094,0
190,29.899999618530273,52.5,0
193,30,52.099998474121094,0
190,29.5,53,0
198,29.700000762939453,52.20000076293945,0
197,29.299999237060547,52.20000076293945,0
209,29,52.900001525878906,1
212,29,53.599998474121094,1
221,28.700000762939453,53.900001525878906,1
234,29.200000762939453,54.599998474121094,1
231,29.600000381469727,55,1
241,29.5,55,1
228,29.399999618530273,55.400001525878906,1
241,29.5,55,1
237,29.399999618530273,54.20000076293945,1
229,29.799999237060547,54.099998474121094,1
224,30,54.20000076293945,1
235,29.5,54.900001525878906,1
250,29.200000762939453,55.20000076293945,1
244,29.5,56.099998474121094,1
232,29.399999618530273,56.599998474121094,1
235,29.700000762939453,57.20000076293945,1
239,29.600000381469727,56.70000076293945,1
246,30.100000381469727,57.400001525878906,1
258,30.200000762939453,57.400001525878906,1
270,30,57,1
263,30.100000381469727,56,1
258,29.799999237060547,55.5,1
264,29.799999237060547,56.099998474121094,1
266,30.299999237060547,56.900001525878906,1
260,30.799999237060547,55.900001525878906,1
260,31.299999237060547,56.5,1
274,31.200000762939453,57.29999923706055,1
267,31.399999618530273,58.20000076293945,1
266,31.700000762939453,57.5,1
266,31.399999618530273,58.099998474121094,1
255,31.200000762939453,57.5,1
250,31.100000381469727,57.400001525878906,1
251,30.899999618530273,56.599998474121094,1
248,30.899999618530273,56,1
238,30.700000762939453,55.599998474121094,1
248,31.100000381469727,54.599998474121094,1
252,30.700000762939453,55.599998474121094,1
264,30.799999237060547,56.599998474121094,1
276,31.200000762939453,57.099998474121094,1
190,27.899999618530273,55.900001525878906,0
197,27.799999237060547,55.79999923706055,0
186,27.700000762939453,55.599998474121094,0
171,28.200000762939453,55.099998474121094,0
169,27.899999618530273,56.099998474121094,0
175,27.399999618530273,56,0
170,27.700000762939453,55.70000076293945,0
190,27.899999618530273,55.599998474121094,0
205,28.299999237060547,54.599998474121094,1
199,28.100000381469727,53.900001525878906,0
186,27.700000762939453,54.70000076293945,0
187,27.799999237060547,55.599998474121094,0
189,28,54.599998474121094,0
201,27.899999618530273,54.900001525878906,1
191,27.399999618530273,55.099998474121094,0
188,27.899999618530273,54.29999923706055,0
200,28.200000762939453,53.29999923706055,1
214,27.899999618530273,53.900001525878906,1
219,27.899999618530273,54.70000076293945,1
231,28.299999237060547,54,1
222,28.100000381469727,54.099998474121094,1
236,27.700000762939453,54.5,1
248,27.399999618530273,55.5,1
238,27.700000762939453,54.900001525878906,1
251,27.200000762939453,54.29999923706055,1
246,27.5,53.599998474121094,1
235,27.899999618530273,53.400001525878906,1
230,27.600000381469727,53,1
227,27.399999618530273,52.900001525878906,1
221,27.200000762939453,53.5,1
213,27.200000762939453,52.599998474121094,1
201,26.799999237060547,51.900001525878906,1
213,27,51.79999923706055,1
204,26.899999618530273,52,1
212,27,51.29999923706055,1
217,27.100000381469727,52.099998474121094,1
220,27.100000381469727,52.70000076293945,1
222,26.899999618530273,53.29999923706055,1
215,26.600000381469727,52.900001525878906,1
211,26.100000381469727,52.5,1
212,26.200000762939453,52.29999923706055,1
245,33.599998474121094,55,1
261,33.5,55,1
260,33.400001525878906,55,1
260,33.79999923706055,55,1
259,33.79999923706055,55,1
261,33.400001525878906,55,1
260,33.70000076293945,55,1
261,33.099998474121094,55,1
260,33.29999923706055,55,1
260,33.5,55,1
261,33.29999923706055,55,1
261,33.20000076293945,55,1
261,33.70000076293945,55,1
259,33.099998474121094,55,1
260,33.599998474121094,55,1
260,33.5,55,1
261,33.400001525878906,55,1
261,33.900001525878906,55,1
260,33.20000076293945,55,1
264,33.70000076293945,55,1
261,33.099998474121094,55,1
261,33.5,55,1
259,33.400001525878906,55,1
260,33.79999923706055,55,1
261,33.70000076293945,55,1
257,33.20000076293945,55,1
259,33.5,55,1
258,33.400001525878906,55,1
259,33.79999923706055,55,1
260,33.70000076293945,55,1
259,33.099998474121094,55,1
260,33.5,55,1
260,33.29999923706055,55,1
260,33.29999923706055,55,1
261,33.400001525878906,55,1
259,33.79999923706055,55,1
260,33.70000076293945,55,1
261,33.099998474121094,55,1
261,33.900001525878906,55,1
261,33.29999923706055,55,1
261,33.70000076293945,55,1
261,33.400001525878906,55,1
261,33.900001525878906,55,1
261,33.5,55,1
261,33.599998474121094,55,1
260,33.70000076293945,55,1
261,33.29999923706055,55,1
261,33.5,55,1
261,33.79999923706055,55,1
260,33.20000076293945,55,1
260,33.5,55,1
261,33.5,55,1
261,33.79999923706055,55,1
261,33.20000076293945,55,1
261,33.599998474121094,55,1
266,33.79999923706055,55,1
263,33.79999923706055,55,1
261,33.79999923706055,55,1
257,33.79999923706055,55,1
260,33,55,1
260,33.400001525878906,55,1
260,33.79999923706055,55,1
261,33.099998474121094,55,1
261,33.5,55,1
259,33.599998474121094,55,1
261,33.79999923706055,55,1
260,33,55,1
261,33.900001525878906,55,1
263,33.5,55,1
261,33.599998474121094,55,1
260,33.70000076293945,55,1
261,33.5,55,1
261,33.5,55,1
260,33.70000076293945,55,1
260,33.20000076293945,55,1
260,33.70000076293945,55,1
261,33.400001525878906,55,1
261,33,55,1
260,33.099998474121094,55,1
262,33.599998474121094,55,1
259,33.79999923706055,55,1
260,33.79999923706055,55,1
262,33.79999923706055,55,1
261,33.70000076293945,55,1
260,33.29999923706055,56,1
261,33.400001525878906,56,1
262,33.70000076293945,55,1
261,33.29999923706055,55,1
263,33.29999923706055,55,1
263,33.29999923706055,55,1
262,33.400001525878906,55,1
261,33.900001525878906,55,1
261,33.5,55,1
260,33.5,55,1
259,33.70000076293945,56,1
260,33.099998474121094,55,1
260,33.70000076293945,55,1
261,33.29999923706055,56,1
261,33.29999923706055,56,1
262,33.599998474121094,56,1
260,33.29999923706055,56,1
261,33.599998474121094,56,1
261,33.5,56,1
260,33.099998474121094,56,1
260,33.79999923706055,56,1
261,33.5,55,1
262,33.400001525878906,55,1
262,33.79999923706055,55,1
263,33.900001525878906,55,1
262,33.400001525878906,55,1
262,33.900001525878906,55,1
263,33.400001525878906,55,1
263,33,55,1
262,33.900001525878906,55,1
262,33.5,55,1
264,33.70000076293945,56,1
264,33.70000076293945,55,1
263,33.20000076293945,55,1
264,33.79999923706055,55,1
265,33.599998474121094,56,1
265,33.400001525878906,56,1
263,33.5,55,1
265,33.599998474121094,55,1
264,33.599998474121094,55,1
263,33.70000076293945,55,1
263,33.20000076293945,55,1
264,33.79999923706055,55,1
265,33.099998474121094,55,1
265,33.599998474121094,55,1
264,33.599998474121094,55,1
264,33.599998474121094,56,1
264,33.099998474121094,56,1
265,33.099998474121094,55,1
265,33.5,56,1
264,33,56,1
265,33.599998474121094,56,1
265,33.400001525878906,56,1
265,33.5,56,1
265,33.20000076293945,55,1
266,33.70000076293945,55,1
264,33.20000076293945,55,1
264,33.70000076293945,55,1
264,33.20000076293945,56,1
266,33.29999923706055,56,1
266,33.5,56,1
266,33,56,1
265,33.5,55,1
266,33.400001525878906,56,1
265,33.599998474121094,56,1
265,33.29999923706055,56,1
266,33.5,56,1
267,33,56,1
266,33.70000076293945,56,1
268,33.400001525878906,56,1
271,33.599998474121094,56,1
270,33.5,56,1
267,33.900001525878906,56,1
269,33.79999923706055,56,1
268,33,56,1
268,33.599998474121094,56,1
269,33,56,1
268,33.099998474121094,56,1
270,33.900001525878906,56,1
270,33.79999923706055,56,1
270,33,56,1
269,33.29999923706055,56,1
270,33.70000076293945,56,1
277,33.900001525878906,56,1
272,33.599998474121094,56,1
277,33.20000076293945,56,1
175,0.800000011920929,0,0
304,33.400001525878906,56,1
275,33,56,1
274,33.79999923706055,56,1
272,33.29999923706055,56,1
272,33.29999923706055,56,1
270,33.599998474121094,56,1
270,33.099998474121094,56,1
269,33.70000076293945,56,1
267,33.099998474121094,56,1
268,33.20000076293945,56,1
265,33.20000076293945,56,1
264,33.599998474121094,56,1
279,33.099998474121094,56,1
267,33.599998474121094,56,1
267,33.29999923706055,56,1
267,33.599998474121094,56,1
264,33.900001525878906,56,1
260,33.599998474121094,56,1
264,33.79999923706055,56,1
268,33.79999923706055,56,1
270,33.400001525878906,56,1
266,33.599998474121094,56,1
266,33.29999923706055,56,1
264,33.599998474121094,56,1
270,33.900001525878906,56,1
0,0,0,2
0,0,0,2
0,0,0,2
0,0,0,2
0,0,0,2
0,0,0,2
0,0,0,2
0,0,0,2
0,0,0,2
0,0,0,2
0,0,0,2
0,0,0,2
0,0,0,2
0,0,0,2
0,0,0,2
0,0,0,2
0,0,0,2
0,0,0,2
0,0,0,2
0,0,0,2
0,0,0,2
0,0,0,2
0,0,0,2
0,0,0,2
0,0,0,2
0,0,0,2
0,0,0,2
0,0,0,2
0,0,0,2
0,0,0,2
0,0,0,2
0,0,0,2
0,0,0,2
0,0,0,2
0,0,0,2
0,0,0,2
0,0,0,2
0,0,0,2
0,0,0,2
0,0,0,2
0,0,0,2
0,0,0,2
0,0,0,2
0,0,0,2
0,0,0,2
0,0,0,2
0,0,0,2
0,0,0,2
0,0,0,2
0,0,0,2
0,0,0,2
0,0,0,2
0,0,0,2
0,0,0,2
0,0,0,2
0,0,0,2
0,0,0,2
0,0,0,2
0,0,0,2
0,0,0,2
0,0,0,2
0,0,0,2
0,0,0,2
0,0,0,2
0,0,0,2
0,0,0,2
0,0,0,2
0,0,0,2
0,0,0,2
0,0,0,2
0,0,0,2
0,0,0,2
0,0,0,2
0,0,0,2
0,0,0,2
0,0,0,2
0,0,0,2
0,0,0,2
0,0,0,2
0,0,0,2
0,0,0,2
0,0,0,2
0,0,0,2
0,0,0,2
0,0,0,2
0,0,0,2
0,0,0,2
0,0,0,2
0,0,0,2
0,0,0,2
0,0,0,2
0,0,0,2
0,0,0,2
0,0,0,2
0,0,0,2
0,0,0,2
0,0,0,2
0,0,0,2
0,0,0,2
0,0,0,2
0,0,0,2
0,0,0,2
0,0,0,2
0,0,0,2
0,0,0,2
0,0,0,2
0,0,0,2
0,0,0,2
0,0,0,2
0,0,0,2
0,0,0,2
0,0,0,2
0,0,0,2
0,0,0,2
0,0,0,2
0,0,0,2
0,0,0,2
0,0,0,2
0,0,0,2
0,0,0,2
0,0,0,2
0,0,0,2
0,0,0,2
0,0,0,2
0,0,0,2
0,0,0,2
0,0,0,2
0,0,0,2
0,0,0,2
0,0,0,2
0,0,0,2
0,0,0,2
0,0,0,2
0,0,0,2
0,0,0,2
0,0,0,2
0,0,0,2
0,0,0,2
0,0,0,2
0,0,0,2
0,0,0,2
0,0,0,2
0,0,0,2
0,0,0,2
0,0,0,2
0,0,0,2
0,0,0,2
0,0,0,2
0,0,0,2
0,0,0,2
0,0,0,2
0,0,0,2
267,0.699999988079071,0,1
279,33.400001525878906,56,1
271,33.70000076293945,56,1
274,33.5,56,1
267,33,56,1
265,33.79999923706055,56,1
265,33.099998474121094,56,1
264,33.5,56,1
261,33.099998474121094,56,1
260,33,56,1
260,33.400001525878906,56,1
260,33.599998474121094,56,1
261,33.900001525878906,56,1
260,33.70000076293945,56,1
259,33.400001525878906,56,1
260,33.5,56,1
261,33.099998474121094,56,1
261,33.5,56,1
261,33.599998474121094,56,1
261,33.29999923706055,56,1
262,33.5,56,1
262,33,56,1
261,33.599998474121094,56,1
261,33.400001525878906,56,1
260,33.79999923706055,56,1
260,33,56,1
261,33.400001525878906,56,1
261,33.70000076293945,56,1
261,33.599998474121094,56,1
264,33.400001525878906,56,1
262,33.79999923706055,56,1
262,33.29999923706055,56,1
261,33.5,56,1
262,33.20000076293945,56,1
261,33.599998474121094,56,1
263,33.400001525878906,56,1
263,33.70000076293945,56,1
265,33.599998474121094,56,1
261,33.599998474121094,56,1
262,33,56,1
264,33.29999923706055,56,1
265,33.5,56,1
265,33.29999923706055,56,1
264,33.5,56,1
265,33.099998474121094,56,1
262,33.900001525878906,56,1
262,33.5,56,1
264,33.20000076293945,56,1
263,33.5,56,1
263,33.29999923706055,56,1
264,33.599998474121094,56,1
265,33,56,1
264,33.20000076293945,56,1
263,33.599998474121094,56,1
264,33,56,1
267,33.29999923706055,56,1
266,33.70000076293945,56,1
263,33.5,56,1
264,33.099998474121094,56,1
264,33.900001525878906,56,1
265,33.70000076293945,56,1
265,33.20000076293945,56,1
265,33.400001525878906,56,1
265,33.70000076293945,56,1
265,33.20000076293945,56,1
265,33.5,56,1
265,33,56,1
265,33.400001525878906,56,1
265,33.599998474121094,56,1
266,33.400001525878906,56,1
267,33.70000076293945,56,1
267,33.599998474121094,56,1
267,33.29999923706055,56,1
266,33.400001525878906,56,1
266,33.599998474121094,56,1
267,33.29999923706055,56,1
267,33.400001525878906,56,1
267,33.5,56,1
267,33,56,1
267,33.79999923706055,56,1
267,33.29999923706055,56,1
268,33.599998474121094,56,1
268,33.70000076293945,56,1
266,33.29999923706055,56,1
266,33.400001525878906,56,1
266,33.5,56,1
265,33,56,1
267,33.5,56,1
267,33.900001525878906,56,1
268,33,56,1
267,33.70000076293945,56,1
267,33.5,56,1
268,33.79999923706055,56,1
270,33.70000076293945,56,1
269,33.5,56,1
268,33.900001525878906,56,1
267,33.79999923706055,56,1
268,33,56,1
268,33.599998474121094,56,1
267,33.400001525878906,56,1
268,33.599998474121094,56,1
267,33,56,1
268,33.400001525878906,56,1
267,33.599998474121094,56,1
269,33.79999923706055,56,1
269,33.5,56,1
268,33.79999923706055,56,1
268,33.599998474121094,56,1
268,33.900001525878906,56,1
270,33.599998474121094,56,1
269,33.400001525878906,56,1
267,33.599998474121094,56,1
269,33.5,56,1
268,33,56,1
268,33.599998474121094,56,1
268,33.70000076293945,56,1
269,33.79999923706055,56,1
270,33.29999923706055,56,1
267,33.5,56,1
269,33.79999923706055,56,1
268,33.20000076293945,56,1
268,33.400001525878906,56,1
269,33.5,56,1
268,33.900001525878906,56,1
269,33.29999923706055,56,1
267,33.5,56,1
268,33.099998474121094,56,1
267,33.79999923706055,56,1
268,33.5,56,1
267,33.900001525878906,56,1
267,33.20000076293945,56,1
267,33.29999923706055,56,1
268,33.400001525878906,56,1
267,33.5,56,1
268,33,56,1
268,33.79999923706055,56,1
267,33.5,56,1
267,33,56,1
268,33.29999923706055,56,1
268,33.5,56,1
267,33.099998474121094,56,1
266,33.5,56,1
266,33.099998474121094,56,1
267,33.79999923706055,56,1
267,33.900001525878906,56,1
266,33.5,56,1
266,33.20000076293945,56,1
266,33.70000076293945,56,1
266,33.29999923706055,56,1
266,33.70000076293945,56,1
265,33.29999923706055,56,1
266,33.70000076293945,56,1
267,33.20000076293945,56,1
265,33.599998474121094,56,1
265,33.20000076293945,56,1
268,33.599998474121094,56,1
267,33,56,1
271,33.900001525878906,56,1
267,33.5,56,1
267,33.099998474121094,56,1
267,33.599998474121094,56,1
266,33.400001525878906,56,1
269,33.79999923706055,56,1
267,33.900001525878906,56,1
265,33.70000076293945,56,1
265,33.29999923706055,56,1
269,33.20000076293945,56,1
267,33.099998474121094,56,1
265,33.099998474121094,56,1
265,33.099998474121094,56,1
268,33.70000076293945,56,1
266,33.400001525878906,56,1
268,33.20000076293945,56,1
268,33.599998474121094,56,1
266,33,56,1
266,33.29999923706055,56,1
267,33.20000076293945,56,1
267,33,56,1
266,33.29999923706055,56,1
265,33.70000076293945,56,1
266,33.29999923706055,56,1
269,33.79999923706055,56,1
268,33.29999923706055,56,1
269,33.099998474121094,56,1
269,33.79999923706055,56,1
269,33.099998474121094,56,1
268,33.5,56,1
268,33.29999923706055,56,1
268,33.400001525878906,56,1
267,33.5,56,1
267,33.5,56,1
266,33.20000076293945,56,1
266,33.5,56,1
267,33.099998474121094,56,1
267,33,56,1
266,33.29999923706055,56,1
265,33.599998474121094,56,1
265,33.900001525878906,56,1
265,33.79999923706055,56,1
264,33.099998474121094,56,1
267,33.099998474121094,56,1
268,33,56,1
267,33.70000076293945,56,1
205,36.599998474121094,42,1
210,36.79999923706055,42,1
209,36.20000076293945,42,1
209,36.099998474121094,42,1
208,36.900001525878906,42,1
208,36.099998474121094,42,1
208,36.70000076293945,43,1
208,35.099998474121094,43,1
207,35.29999923706055,43,1
208,35.400001525878906,43,1
207,35.20000076293945,44,1
207,35.70000076293945,44,1
206,35,44,1
212,35.79999923706055,44,1
248,35.70000076293945,45,1
246,35.5,45,1
270,35.599998474121094,46,1
249,35.79999923706055,49,1
235,35.400001525878906,50,1
229,35.900001525878906,49,1
226,35.900001525878906,49,1
223,35.70000076293945,49,1
220,35,49,1
220,35.900001525878906,48,1
216,35.400001525878906,48,1
218,35.79999923706055,48,1
220,35.20000076293945,48,1
218,35.20000076293945,48,1
218,35.29999923706055,48,1
219,35.900001525878906,48,1
227,35.5,48,1
230,35.099998474121094,48,1
233,35.400001525878906,48,1
234,35.900001525878906,48,1
235,35.099998474121094,48,1
238,35,48,1
239,34,49,1
238,34,49,1
243,34,49,1
240,34.79999923706055,49,1
241,34.79999923706055,49,1
240,34.900001525878906,49,1
238,34.900001525878906,49,1
244,34.70000076293945,49,1
243,34.29999923706055,49,1
245,34.70000076293945,49,1
245,34.900001525878906,49,1
246,34.20000076293945,50,1
247,34.29999923706055,50,1
245,34.599998474121094,50,1
242,34.70000076293945,50,1
242,34.099998474121094,50,1
243,34,50,1
244,34,50,1
245,34.29999923706055,50,1
250,34.79999923706055,50,1
248,34.900001525878906,50,1
245,34.599998474121094,50,1
246,34.70000076293945,50,1
250,34,50,1
251,34.20000076293945,51,1
255,34.29999923706055,51,1
251,34.79999923706055,51,1
254,34.5,51,1
252,34.29999923706055,51,1
255,34.70000076293945,51,1
249,34.79999923706055,51,1
252,34.29999923706055,51,1
251,34.79999923706055,51,1
252,34.5,51,1
255,34.79999923706055,51,1
259,34.599998474121094,51,1
259,33.099998474121094,52,1
261,33.400001525878906,52,1
262,33.599998474121094,52,1
262,33,52,1
261,33.70000076293945,52,1
260,33.599998474121094,52,1
259,33.29999923706055,52,1
261,33.599998474121094,52,1
266,33.099998474121094,52,1
264,33.29999923706055,52,1
265,33.20000076293945,52,1
265,33.79999923706055,52,1
265,33.099998474121094,52,1
